Query,Response,Category
0x32D1,The error 0x32D1 (ERROR_IPSEC_TRANSPORT_FILTER_NOT_FOUND) means that the specified transport mode filter does not exist.,IPSEC
0x32D2,The error 0x32D2 (ERROR_IPSEC_MM_AUTH_EXISTS) means that the specified main mode authentication list exists.,IPSEC
0x32D3,The error 0x32D3 (ERROR_IPSEC_MM_AUTH_NOT_FOUND) means that the specified main mode authentication list was not found.,IPSEC
0x32D4,The error 0x32D4 (ERROR_IPSEC_MM_AUTH_IN_USE) means that the specified main mode authentication list is being used.,IPSEC
0x32D5,The error 0x32D5 (ERROR_IPSEC_DEFAULT_MM_POLICY_NOT_FOUND) means that the specified default main mode policy was not found.,IPSEC
0x32D6,The error 0x32D6 (ERROR_IPSEC_DEFAULT_MM_AUTH_NOT_FOUND) means that the specified default main mode authentication list was not found.,IPSEC
0x32D7,The error 0x32D7 (ERROR_IPSEC_DEFAULT_QM_POLICY_NOT_FOUND) means that the specified default quick mode policy was not found.,IPSEC
0x32D8,The error 0x32D8 (ERROR_IPSEC_TUNNEL_FILTER_EXISTS) means that the specified tunnel mode filter exists.,IPSEC
0x32D9,The error 0x32D9 (ERROR_IPSEC_TUNNEL_FILTER_NOT_FOUND) means that the specified tunnel mode filter was not found.,IPSEC
0x32DA,The error 0x32DA (ERROR_IPSEC_MM_FILTER_PENDING_DELETION) means that the Main Mode filter is pending deletion.,IPSEC
0x32DB,The error 0x32DB (ERROR_IPSEC_TRANSPORT_FILTER_PENDING_DELETION) means that the transport filter is pending deletion.,IPSEC
0x32DC,The error 0x32DC (ERROR_IPSEC_TUNNEL_FILTER_PENDING_DELETION) means that the tunnel filter is pending deletion.,IPSEC
0x32DD,The error 0x32DD (ERROR_IPSEC_MM_POLICY_PENDING_DELETION) means that the Main Mode policy is pending deletion.,IPSEC
0x32DE,The error 0x32DE (ERROR_IPSEC_MM_AUTH_PENDING_DELETION) means that the Main Mode authentication bundle is pending deletion.,IPSEC
0x32DF,The error 0x32DF (ERROR_IPSEC_QM_POLICY_PENDING_DELETION) means that the Quick Mode policy is pending deletion.,IPSEC
0x32E0,The error 0x32E0 (WARNING_IPSEC_MM_POLICY_PRUNED) means that the Main Mode policy was successfully added but some of the requested offers are not supported.,IPSEC
0x32E1,The error 0x32E1 (WARNING_IPSEC_QM_POLICY_PRUNED) means that the Quick Mode policy was successfully added but some of the requested offers are not supported.,IPSEC
0x361B,The error 0x361B (ERROR_IPSEC_IKE_NOTCBPRIV) means that the attempt to enable TCB privilege failed.,IPSEC
0x361C,The error 0x361C (ERROR_IPSEC_IKE_SECLOADFAIL) means that the SECURITY.DLL failed to load.,IPSEC
0x361D,The error 0x361D (ERROR_IPSEC_IKE_FAILSSPINIT) means that the system failed to obtain the security function table dispatch address from SSPI.,IPSEC
0x361E,The error 0x361E (ERROR_IPSEC_IKE_FAILQUERYSSP) means that the system failed to query the Kerberos package to obtain max token size.,IPSEC
0x361F,The error 0x361F (ERROR_IPSEC_IKE_SRVACQFAIL) means that the system failed to obtain Kerberos server credentials for ISAKMP/ERROR_IPSEC_IKE service. This is likely due to lack of domain membership.,IPSEC
0x3620,The error 0x3620 (ERROR_IPSEC_IKE_SRVQUERYCRED) means that the system failed to determine SSPI principal name for ISAKMP/ERROR_IPSEC_IKE service (QueryCredentialsAttributes).,IPSEC
0x3621,The error 0x3621 (ERROR_IPSEC_IKE_GETSPIFAIL) means that the system failed to obtain a new SPI for the inbound SA from the IPsec driver.,IPSEC
0x3622,The error 0x3622 (ERROR_IPSEC_IKE_INVALID_FILTER) means that the given filter is invalid.,IPSEC
0x3623,The error 0x3623 (ERROR_IPSEC_IKE_OUT_OF_MEMORY) means that memory allocation failed.,IPSEC
0x3624,The error 0x3624 (ERROR_IPSEC_IKE_ADD_UPDATE_KEY_FAILED) means that the system failed to add Security Association to IPsec Driver possibly due to delayed IKE negotiation.,IPSEC
0x3625,The error 0x3625 (ERROR_IPSEC_IKE_INVALID_POLICY) means that the IKE policy is invalid.,IPSEC
0x3626,The error 0x3626 (ERROR_IPSEC_IKE_UNKNOWN_DOI) means that the DOI (Domain of Interpretation) is invalid.,IPSEC
0x3627,The error 0x3627 (ERROR_IPSEC_IKE_INVALID_SITUATION) means that the IKE negotiation is in an invalid situation.,IPSEC
0x3669,The error 0x3669 (ERROR_IPSEC_DOSP_MAX_ENTRIES) means IPsec DoS Protection reached the maximum allowed entries as per policy.,IPSEC
0x366A,The error 0x366A (ERROR_IPSEC_DOSP_KEYMOD_NOT_ALLOWED) means IPsec DoS Protection received a negotiation packet for a keying module which is not allowed by policy.,IPSEC
0x366B,The error 0x366B (ERROR_IPSEC_DOSP_NOT_INSTALLED) means IPsec DoS Protection has not been enabled.,IPSEC
0x366C,The error 0x366C (ERROR_IPSEC_DOSP_MAX_PER_IP_RATELIMIT_QUEUES) indicates failure to create a per internal IP rate limit queue due to policy limits.,IPSEC
0x36B0,The error 0x36B0 (ERROR_SXS_SECTION_NOT_FOUND) means the requested section was not present in the activation context.,SXS
0x36B1,The error 0x36B1 (ERROR_SXS_CANT_GEN_ACTCTX) means the application failed to start due to incorrect side-by-side configuration.,SXS
0x36B2,The error 0x36B2 (ERROR_SXS_INVALID_ACTCTXDATA_FORMAT) means the application binding data format is invalid.,SXS
0x3635,The error 0x3635 (ERROR_IPSEC_IKE_RPC_DELETE) means that the system was deleted via RPC call.,IPSEC
0x364D,The error 0x364D (ERROR_IPSEC_KEY_MODULE_IMPERSONATION_NEGOTIATION_PENDING) indicates that a negotiation is in progress as the security principle who issued the connection.,IPSEC
0x364E,The error 0x364E (ERROR_IPSEC_IKE_COEXISTENCE_SUPPRESS) occurs when an SA is deleted due to IKEv1/AuthIP co-existence suppress check.,IPSEC
0x364F,The error 0x364F (ERROR_IPSEC_IKE_RATELIMIT_DROP) means that an incoming SA request was dropped due to peer IP address rate limiting.,IPSEC
0x3650,The error 0x3650 (ERROR_IPSEC_IKE_PEER_DOESNT_SUPPORT_MOBIKE) indicates that the peer does not support MOBIKE.,IPSEC
0x3651,The error 0x3651 (ERROR_IPSEC_IKE_AUTHORIZATION_FAILURE) means that the SA establishment is not authorized.,IPSEC
0x3652,The error 0x3652 (ERROR_IPSEC_IKE_STRONG_CRED_AUTHORIZATION_FAILURE) indicates that the SA establishment failed due to insufficiently strong PKINIT-based credentials.,IPSEC
0x3653,The error 0x3653 (ERROR_IPSEC_IKE_AUTHORIZATION_FAILURE_WITH_OPTIONAL_RETRY) means SA establishment is not authorized and a retry with updated credentials may be needed.,IPSEC
0x3654,The error 0x3654 (ERROR_IPSEC_IKE_STRONG_CRED_AUTHORIZATION_AND_CERTMAP_FAILURE) indicates that SA establishment failed due to lack of strong credentials or certificate-to-account mapping failure.,IPSEC
0x3655,The error 0x3655 (ERROR_IPSEC_IKE_NEG_STATUS_EXTENDED_END) means that the negotiation status ended unexpectedly.,IPSEC
0x3656,The error 0x3656 (ERROR_IPSEC_BAD_SPI) occurs when the SPI in the packet does not match a valid IPsec SA.,IPSEC
0x3657,The error 0x3657 (ERROR_IPSEC_SA_LIFETIME_EXPIRED) means the packet was received on an IPsec SA whose lifetime has expired.,IPSEC
0x3658,The error 0x3658 (ERROR_IPSEC_WRONG_SA) means the packet was received on an IPsec SA that does not match the packet characteristics.,IPSEC
0x3659,The error 0x3659 (ERROR_IPSEC_REPLAY_CHECK_FAILED) indicates that the packet sequence number replay check failed.,IPSEC
0x365A,The error 0x365A (ERROR_IPSEC_INVALID_PACKET) means the IPsec header and/or trailer in the packet is invalid.,IPSEC
0x365B,The error 0x365B (ERROR_IPSEC_INTEGRITY_CHECK_FAILED) means the IPsec integrity check failed.,IPSEC
0x365C,The error 0x365C (ERROR_IPSEC_CLEAR_TEXT_DROP) indicates that IPsec dropped a clear text packet.,IPSEC
0x365D,The error 0x365D (ERROR_IPSEC_AUTH_FIREWALL_DROP) means IPsec dropped an incoming ESP packet in authenticated firewall mode.,IPSEC
0x365E,The error 0x365E (ERROR_IPSEC_THROTTLE_DROP) indicates that IPsec dropped a packet due to DoS throttling.,IPSEC
0x3665,The error 0x3665 (ERROR_IPSEC_DOSP_BLOCK) means that IPsec DoS Protection matched an explicit block rule.,IPSEC
0x3666,The error 0x3666 (ERROR_IPSEC_DOSP_RECEIVED_MULTICAST) indicates that IPsec DoS Protection received a multicast packet which is not allowed.,IPSEC
0x3667,The error 0x3667 (ERROR_IPSEC_DOSP_INVALID_PACKET) means that IPsec DoS Protection received an incorrectly formatted packet.,IPSEC
0x3668,The error 0x3668 (ERROR_IPSEC_DOSP_STATE_LOOKUP_FAILED) indicates that IPsec DoS Protection failed to look up state.,IPSEC
0x3669,The error 0x3669 (ERROR_IPSEC_DOSP_MAX_ENTRIES) means that IPsec DoS Protection failed to create state because the maximum number of entries allowed by policy was reached.,IPSEC
0x366A,The error 0x366A (ERROR_IPSEC_DOSP_KEYMOD_NOT_ALLOWED) means that IPsec DoS Protection received a negotiation packet for a keying module not allowed by policy.,IPSEC
0x366B,The error 0x366B (ERROR_IPSEC_DOSP_NOT_INSTALLED) means that IPsec DoS Protection has not been enabled.,IPSEC
0x366C,The error 0x366C (ERROR_IPSEC_DOSP_MAX_PER_IP_RATELIMIT_QUEUES) indicates that IPsec DoS Protection failed to create a per internal IP rate limit queue because the maximum number of queues allowed by policy has been reached.,IPSEC
0x36B0,The error 0x36B0 (ERROR_SXS_SECTION_NOT_FOUND) indicates that the requested section was not present in the activation context.,SXS
0x3719,The size of the manifest exceeds the maximum allowed.,Manifest
0x371A,The setting is not registered.,Configuration
0x371B,One or more required members of the transaction are not present.,Transaction
0x371C,The SMI primitive installer failed during setup or servicing.,Setup
0x371D,A generic command executable returned a result that indicates failure.,Execution
0x371E,A component is missing file verification information in its manifest.,Manifest
0x3A98,The specified channel path is invalid.,Channel
0x3A99,The specified query is invalid.,Query
0x3A9A,The publisher metadata cannot be found in the resource.,Metadata
0x3A9B,The template for an event definition cannot be found in the resource (error = %1).,Event
0x3A9C,The specified publisher name is invalid.,Publisher
0x3A9D,The event data raised by the publisher is not compatible with the event template definition in the publisher's manifest.,Event
0x3A9F,The specified channel could not be found. Check channel configuration.,Channel
0x3AA0,The specified xml text was not well-formed. See Extended Error for more details.,XML
0x3AA1,The caller is trying to subscribe to a direct channel which is not allowed. The events for a direct channel go directly to a logfile and cannot be subscribed to.,Channel
0x3AA2,Configuration error.,Configuration
0x3AA3,The query result is stale / invalid. This may be due to the log being cleared or rolling over after the query result was created.,Query
0x3AA4,Query result is currently at an invalid position.,Query
0x3AA5,Registered MSXML doesn't support validation.,XML
0x3AA6,An expression can only be followed by a change of scope operation if it itself evaluates to a node set and is not already part of some other change of scope operation.,Expression
0x3AA7,Can't perform a step operation from a term that does not represent an element set.,Expression
0x3AA8,Left hand side arguments to binary operators must be either attributes nodes or variables and right hand side arguments must be constants.,Expression
0x3AA9,A step operation must involve either a node test or in the case of a predicate an algebraic expression against which to test each node in the node set identified by the preceding node set can be evaluated.,Expression
0x3AAA,This data type is currently unsupported.,Data Type
0x3AAB,A syntax error occurred at position %1!d!.,Syntax
0x3AAC,This operator is unsupported by this implementation of the filter.,Filter
0x3AAD,The token encountered was unexpected.,Token
0x3AAE,The requested operation cannot be performed over an enabled direct channel. The channel must first be disabled before performing the requested operation.,Channel
0x3AAF,Channel property %1!s! contains invalid value. The value has invalid type is outside of valid range can't be updated or is not supported by this type of channel.,Channel
0x3AB0,Publisher property %1!s! contains invalid value. The value has invalid type is outside of valid range can't be updated or is not supported by this type of publisher.,Publisher
0x3AB1,The channel fails to activate.,Channel
0x3AB2,The xpath expression exceeded supported complexity. Please simplify it or split it into two or more simple expressions.,XPath
0x3AB3,The message resource is present but the message is not found in the string/message table.,Message
0x3AB4,The message id for the desired message could not be found.,Message
0x3AB5,The substitution string for insert index (%1) could not be found.,Substitution
0x3AB6,The description string for parameter reference (%1) could not be found.,Substitution
0x3AB7,The maximum number of replacements has been reached.,Substitution
0x3AB8,The event definition could not be found for event id (%1).,Event
0x3AB9,The locale specific resource for the desired message is not present.,Locale
0x3ABA,The resource is too old to be compatible.,Resource
0x3ABB,The resource is too new to be compatible.,Resource
0x3ABC,The channel at index %1!d! of the query can't be opened.,Channel
0x3ABD,The publisher has been disabled and its resource is not available. This usually occurs when the publisher is in the process of being uninstalled or upgraded.,Publisher
0x3ABE,Attempted to create a numeric type that is outside of its valid range.,Numeric
0x3AE8,The subscription fails to activate.,Subscription
0x3AE9,The log of the subscription is in disabled state and cannot be used to forward events to. The log must first be enabled before the subscription can be activated.,Subscription
0x3AEA,When forwarding events from local machine to itself the query of the subscription can't contain target log of the subscription.,Subscription
0x3AEB,The credential store that is used to save credentials is full.,Credential
0x3AEC,The credential used by this subscription can't be found in credential store.,Credential
0x3AED,No active channel is found for the query.,Channel
0x3AFC,The resource loader failed to find MUI file.,Resource
0x3AFD,The resource loader failed to load MUI file because the file failed to pass validation.,Resource
0x3AFE,The RC Manifest is corrupted with garbage data unsupported version or missing required items.,Manifest
0x3AFF,The RC Manifest has an invalid culture name.,Manifest
0x3B00,The RC Manifest has an invalid ultimate fallback name.,Manifest
0x3B01,The resource loader cache doesn't have the loaded MUI entry.,Cache
0x3B02,User stopped resource enumeration.,Resource
0x3B03,UI language installation failed.,UI
0x3B04,Locale installation failed.,Locale
0x3B06,A resource does not have a default or neutral value.,Resource
0x3B07,Invalid PRI config file.,PRI
0x3B08,Invalid file type.,File Type
0x3B09,Unknown qualifier.,Qualifier
